status,circuit_depth,circuit_width,circuit_size,circuit_count_ops,payload_size,num_gates,execution_type,experiment_type,ibm_job_id,ibm_backend,counts,success_rate,job_duration,job_quantum_duration,job_status,job_success_rate,job_created,job_finished,job_running,job_execution_spans,job_execution_duration
completed,2005,5,2011,"[[""y"", 434], [""u"", 398], [""x"", 368], [""s"", 216], [""sdg"", 216], [""t"", 184], [""tdg"", 184], [""cx"", 5], [""h"", 4], [""cz"", 1], [""measure"", 1]]",1,1000,ibm,dynamic_payload_gates,cyv0qyfjj6dg008g4aa0,ibm_kyiv,"{""1"": 2387, ""0"": 1709}",0.417236328125,3.0,3.0,completed,0.417236328125,2025-02-19T16:51:05.210Z,2025-02-19T16:52:14.256Z,2025-02-19T16:51:07.858Z,"ExecutionSpans([SliceSpan(<start='2025-02-19 16:51:08', stop='2025-02-19 16:52:13', size=4096>)])",64.979758
completed,2007,5,2013,"[[""u"", 430], [""x"", 398], [""y"", 366], [""s"", 208], [""sdg"", 208], [""t"", 196], [""tdg"", 196], [""cx"", 5], [""h"", 4], [""cz"", 1], [""measure"", 1]]",1,1001,ibm,dynamic_payload_gates,cyv0rkt38jq0008xxyb0,ibm_kyiv,"{""0"": 1714, ""1"": 2382}",0.41845703125,3.0,3.0,completed,0.41845703125,2025-02-19T16:52:31.521Z,2025-02-19T16:52:44.977Z,2025-02-19T16:52:34.236Z,"ExecutionSpans([SliceSpan(<start='2025-02-19 16:52:34', stop='2025-02-19 16:52:44', size=4096>)])",9.268178
completed,2009,5,2015,"[[""x"", 488], [""y"", 416], [""u"", 366], [""s"", 185], [""sdg"", 185], [""t"", 182], [""tdg"", 182], [""cx"", 5], [""h"", 4], [""cz"", 1], [""measure"", 1]]",1,1002,ibm,dynamic_payload_gates,cyv0rx3y2gd0008865w0,ibm_kyiv,"{""1"": 2101, ""0"": 1995}",0.487060546875,3.0,3.0,completed,0.487060546875,2025-02-19T16:53:08.733Z,2025-02-19T16:53:22.937Z,2025-02-19T16:53:11.604Z,"ExecutionSpans([SliceSpan(<start='2025-02-19 16:53:12', stop='2025-02-19 16:53:22', size=4096>)])",10.014541
completed,2011,5,2017,"[[""y"", 446], [""x"", 402], [""u"", 366], [""t"", 224], [""tdg"", 224], [""s"", 172], [""sdg"", 172], [""cx"", 5], [""h"", 4], [""cz"", 1], [""measure"", 1]]",1,1003,ibm,dynamic_payload_gates,cyv0s6478z600082q3m0,ibm_kyiv,"{""1"": 2262, ""0"": 1834}",0.44775390625,3.0,3.0,completed,0.44775390625,2025-02-19T16:53:44.369Z,2025-02-19T16:53:58.148Z,2025-02-19T16:53:47.125Z,"ExecutionSpans([SliceSpan(<start='2025-02-19 16:53:47', stop='2025-02-19 16:53:57', size=4096>)])",9.68855
completed,2013,5,2019,"[[""x"", 446], [""y"", 386], [""u"", 350], [""t"", 220], [""tdg"", 220], [""s"", 193], [""sdg"", 193], [""cx"", 5], [""h"", 4], [""cz"", 1], [""measure"", 1]]",1,1004,ibm,dynamic_payload_gates,cyv0sex4raf0008ejv60,ibm_kyiv,"{""0"": 1975, ""1"": 2121}",0.482177734375,3.0,3.0,completed,0.482177734375,2025-02-19T16:54:19.932Z,2025-02-19T16:54:33.396Z,2025-02-19T16:54:22.542Z,"ExecutionSpans([SliceSpan(<start='2025-02-19 16:54:23', stop='2025-02-19 16:54:32', size=4096>)])",9.415434
completed,2015,5,2021,"[[""y"", 394], [""u"", 380], [""x"", 358], [""t"", 223], [""tdg"", 223], [""s"", 216], [""sdg"", 216], [""cx"", 5], [""h"", 4], [""cz"", 1], [""measure"", 1]]",1,1005,ibm,dynamic_payload_gates,cyv0sqpjj6dg008g4ang,ibm_kyiv,"{""0"": 1907, ""1"": 2189}",0.465576171875,3.0,3.0,completed,0.465576171875,2025-02-19T16:54:54.685Z,2025-02-19T16:55:09.373Z,2025-02-19T16:54:57.274Z,"ExecutionSpans([SliceSpan(<start='2025-02-19 16:54:58', stop='2025-02-19 16:55:08', size=4096>)])",10.318361
completed,1007,7,2016,"[[""y"", 414], [""u"", 404], [""x"", 342], [""t"", 221], [""tdg"", 221], [""s"", 199], [""sdg"", 199], [""cx"", 7], [""h"", 6], [""measure"", 2], [""cz"", 1]]",2,1000,ibm,dynamic_payload_gates,cyv0t0878z600082q3wg,ibm_kyiv,"{""11"": 1040, ""00"": 1227, ""10"": 1047, ""01"": 782}",0.299560546875,3.0,3.0,completed,0.299560546875,2025-02-19T16:55:30.046Z,2025-02-19T16:55:43.985Z,2025-02-19T16:55:32.632Z,"ExecutionSpans([SliceSpan(<start='2025-02-19 16:55:33', stop='2025-02-19 16:55:43', size=4096>)])",9.859298
completed,1007,7,2018,"[[""u"", 430], [""x"", 404], [""y"", 368], [""t"", 204], [""tdg"", 204], [""s"", 196], [""sdg"", 196], [""cx"", 7], [""h"", 6], [""measure"", 2], [""cz"", 1]]",2,1001,ibm,dynamic_payload_gates,cyv0t9h4raf0008ejv70,ibm_kyiv,"{""11"": 943, ""00"": 1094, ""10"": 971, ""01"": 1088}",0.26708984375,3.0,3.0,completed,0.26708984375,2025-02-19T16:56:06.495Z,2025-02-19T16:56:19.343Z,2025-02-19T16:56:09.102Z,"ExecutionSpans([SliceSpan(<start='2025-02-19 16:56:09', stop='2025-02-19 16:56:18', size=4096>)])",8.855899
completed,1009,7,2020,"[[""u"", 432], [""y"", 420], [""x"", 390], [""t"", 208], [""tdg"", 208], [""s"", 173], [""sdg"", 173], [""cx"", 7], [""h"", 6], [""measure"", 2], [""cz"", 1]]",2,1002,ibm,dynamic_payload_gates,cyv0tjtjj6dg008g4aqg,ibm_kyiv,"{""01"": 975, ""11"": 956, ""00"": 1180, ""10"": 985}",0.2880859375,3.0,3.0,completed,0.2880859375,2025-02-19T16:56:43.797Z,2025-02-19T16:56:58.074Z,2025-02-19T16:56:46.593Z,"ExecutionSpans([SliceSpan(<start='2025-02-19 16:56:47', stop='2025-02-19 16:56:57', size=4096>)])",9.767513
completed,1009,7,2022,"[[""u"", 440], [""x"", 380], [""y"", 378], [""t"", 205], [""tdg"", 205], [""s"", 199], [""sdg"", 199], [""cx"", 7], [""h"", 6], [""measure"", 2], [""cz"", 1]]",2,1003,ibm,dynamic_payload_gates,cyv0tw378z600082q3z0,ibm_kyiv,"{""00"": 1314, ""11"": 1009, ""01"": 945, ""10"": 828}",0.32080078125,4.0,4.0,completed,0.32080078125,2025-02-19T16:57:20.802Z,2025-02-19T16:57:36.690Z,2025-02-19T16:57:23.896Z,"ExecutionSpans([SliceSpan(<start='2025-02-19 16:57:24', stop='2025-02-19 16:57:35', size=4096>)])",11.289897
completed,1011,7,2024,"[[""u"", 404], [""x"", 398], [""y"", 384], [""t"", 222], [""tdg"", 222], [""s"", 189], [""sdg"", 189], [""cx"", 7], [""h"", 6], [""measure"", 2], [""cz"", 1]]",2,1004,ibm,dynamic_payload_gates,cyv0v6mjj6dg008g4as0,ibm_kyiv,"{""00"": 1183, ""11"": 1137, ""10"": 879, ""01"": 897}",0.288818359375,3.0,3.0,completed,0.288818359375,2025-02-19T16:58:02.955Z,2025-02-19T16:58:17.163Z,2025-02-19T16:58:05.586Z,"ExecutionSpans([SliceSpan(<start='2025-02-19 16:58:06', stop='2025-02-19 16:58:16', size=4096>)])",10.047776
completed,1011,7,2026,"[[""x"", 498], [""y"", 434], [""u"", 396], [""t"", 176], [""tdg"", 176], [""s"", 165], [""sdg"", 165], [""cx"", 7], [""h"", 6], [""measure"", 2], [""cz"", 1]]",2,1005,ibm,dynamic_payload_gates,cyv0vfnjj6dg008g4at0,ibm_kyiv,"{""11"": 1092, ""10"": 1136, ""00"": 1082, ""01"": 786}",0.26416015625,3.0,3.0,completed,0.26416015625,2025-02-19T16:58:38.460Z,2025-02-19T16:58:52.453Z,2025-02-19T16:58:41.270Z,"ExecutionSpans([SliceSpan(<start='2025-02-19 16:58:42', stop='2025-02-19 16:58:51', size=4096>)])",9.789959
